Date,Close/Last,Volume,Open,High,Low
2015-01-29,42.01,63551980,40.93,42.12,40.79
2015-01-30,40.4,77983360,41.55,41.58,40.35
2015-02-02,41.28,50274250,40.59,41.37,40.23
2015-02-03,41.6,52068450,41.63,41.93,41.045
2015-02-04,41.84,41585310,41.94,42.21,41.36
2015-02-05,42.45,36543020,42.22,42.64,41.855
2015-02-06,42.41,34612420,42.68,42.79,42.15
2015-02-09,42.36,27416280,42.24,42.74,42.21
2015-02-10,42.6,29655280,42.74,42.77,42.18
2015-02-11,42.38,38248500,42.65,42.65,42.21
2015-02-12,43.09,33238000,42.66,43.09,42.51
2015-02-13,43.87,40112080,43.38,43.87,43.15
2015-02-17,43.58,33692870,43.97,44.0,43.19
2015-02-18,43.53,27105640,43.63,43.7,43.39
2015-02-19,43.5,27598050,43.18,43.5263,43.05
2015-02-20,43.855,29710140,43.51,43.88,43.29
2015-02-23,44.15,32510550,43.7,44.19,43.65
2015-02-24,44.09,25262080,44.15,44.3,43.92
2015-02-25,43.99,29749090,43.95,44.09,43.8
2015-02-26,44.055,26524300,43.99,44.23,43.89
2015-02-27,43.85,33784370,44.13,44.2,43.66
2015-03-02,43.88,31766030,43.67,44.19,43.55
2015-03-03,43.28,31685600,43.56,43.825,43.09
2015-03-04,43.055,25746840,43.01,43.21,42.88
2015-03-05,43.11,23176110,43.07,43.24,42.82
2015-03-06,42.36,36120570,43.0,43.11,42.15
2015-03-09,42.85,32106530,42.19,43.125,42.19
2015-03-10,42.03,39158290,42.35,42.71,42.03
2015-03-11,41.98,32214780,42.31,42.37,41.84
2015-03-12,41.02,59984700,41.33,41.65,40.86
2015-03-13,41.38,57972120,40.7,41.47,40.61
2015-03-16,41.56,35257510,41.47,41.64,41.28
2015-03-17,41.695,31669340,41.37,41.83,41.15
2015-03-18,42.5,44178520,41.43,42.83,41.33
2015-03-19,42.285,33836100,42.26,42.59,42.22
2015-03-20,42.88,71754700,42.56,42.98,42.49
2015-03-23,42.855,26233420,42.88,43.13,42.78
2015-03-24,42.9,25453110,42.78,43.17,42.75
2015-03-25,41.46,43427180,42.92,42.925,41.44
2015-03-26,41.21,37483900,41.22,41.61,40.92
2015-03-27,40.97,33980410,41.12,41.43,40.83
2015-03-30,40.96,34999850,41.1,41.54,40.91
2015-03-31,40.655,34884740,40.78,41.03,40.54
2015-04-01,40.72,36841010,40.6,40.76,40.31
2015-04-02,40.29,37483000,40.66,40.74,40.12
2015-04-06,41.545,39161760,40.34,41.78,40.18
2015-04-07,41.53,28808840,41.61,41.91,41.31
2015-04-08,41.42,24699710,41.46,41.69,41.04
2015-04-09,41.48,25722630,41.25,41.62,41.25
2015-04-10,41.72,27856770,41.63,41.95,41.41
2015-04-13,41.76,30270750,41.4,42.06,41.39
2015-04-14,41.65,24238760,41.8,42.03,41.39
2015-04-15,42.255,27307270,41.76,42.46,41.68
2015-04-16,42.16,22425300,41.95,42.34,41.82
2015-04-17,41.615,41912450,41.67,41.74,41.16
2015-04-20,42.905,46051240,41.73,43.17,41.68
2015-04-21,42.635,26004920,43.0,43.15,42.53
2015-04-22,42.985,25032050,42.67,43.13,42.55
2015-04-23,43.34,45445510,42.89,43.61,42.8
2015-04-24,47.87,130885200,45.66,48.14,45.65
2015-04-27,48.03,58950840,47.23,48.13,47.22
2015-04-28,49.155,59860670,47.78,49.21,47.7
2015-04-29,49.06,47665440,48.72,49.31,48.5
2015-04-30,48.64,64127280,48.7,49.54,48.6
2015-05-01,48.655,36432670,48.58,48.875,48.4
2015-05-04,48.24,33986240,48.37,48.87,48.18
2015-05-05,47.6,50364250,47.82,48.16,47.31
2015-05-06,46.28,52416760,47.57,47.77,46.02
2015-05-07,46.7,32940820,46.27,47.085,46.16
2015-05-08,47.75,35060430,47.55,47.98,47.52
2015-05-11,47.37,24608910,47.55,47.91,47.37
2015-05-12,47.35,29927160,46.85,47.68,46.42
2015-05-13,47.625,34182750,48.19,48.32,47.57
2015-05-14,48.72,32956260,48.03,48.82,48.03
2015-05-15,48.295,28628370,48.87,48.905,48.05
2015-05-18,48.01,23918020,47.98,48.22,47.61
2015-05-19,47.58,28181300,47.56,47.81,47.18
2015-05-20,47.58,25035330,47.39,47.93,47.27
2015-05-21,47.42,22399100,47.28,47.6,47.005
2015-05-22,46.9,25700240,47.3,47.35,46.82
2015-05-26,46.59,29556430,46.83,46.88,46.19
2015-05-27,47.61,27333730,46.82,47.77,46.62
2015-05-28,47.45,19282810,47.5,48.02,47.39
2015-05-29,46.86,36497290,47.43,47.57,46.59
2015-06-01,47.23,28610080,47.06,47.77,46.62
2015-06-02,46.92,21484660,46.93,47.35,46.62
2015-06-03,46.85,28000370,47.37,47.735,46.82
2015-06-04,46.36,27474500,46.79,47.16,46.2
2015-06-05,46.14,25434870,46.31,46.52,45.84
2015-06-08,45.73,22108100,46.3,46.43,45.67
2015-06-09,45.65,24395800,45.76,45.94,45.46
2015-06-10,46.61,28416030,45.79,46.83,45.69
2015-06-11,46.44,27290100,46.66,46.92,46.13
2015-06-12,45.97,23916080,46.22,46.47,45.9
2015-06-15,45.475,33227000,45.45,45.65,45.0201
2015-06-16,45.83,26895950,45.35,46.24,45.3
2015-06-17,45.97,28683290,45.73,46.07,45.36
2015-06-18,46.72,32586480,46.22,46.8,46.17
2015-06-19,46.1,63733110,46.79,46.825,45.99
2015-06-22,46.23,20300480,46.33,46.72,46.16
2015-06-23,45.91,25881850,46.13,46.28,45.62
2015-06-24,45.635,34849400,45.67,46.245,45.55
2015-06-25,45.65,20599990,46.03,46.06,45.5
2015-06-26,45.26,49757070,45.65,46.28,45.03
2015-06-29,44.37,34004400,45.04,45.23,44.36
2015-06-30,44.15,35943040,44.71,44.72,43.94
2015-07-01,44.445,28339610,44.46,45.23,44.1
2015-07-02,44.4,21743250,44.48,44.75,44.06
2015-07-06,44.39,23025750,43.96,44.48,43.95
2015-07-07,44.3,36420230,44.34,44.49,43.32
2015-07-08,44.24,39761460,44.44,44.9,44.03
2015-07-09,44.52,32404100,44.75,45.22,44.5
2015-07-10,44.61,25365530,45.01,45.14,44.57
2015-07-13,45.54,27875670,44.975,45.62,44.9501
2015-07-14,45.62,22865770,45.45,45.96,45.31
2015-07-15,45.76,26619810,45.68,45.89,45.43
2015-07-16,46.66,26254220,46.01,46.69,45.965
2015-07-17,46.62,29454740,46.55,46.78,46.26
2015-07-20,46.92,30607770,46.65,47.13,46.44
2015-07-21,47.28,42211210,46.78,47.33,46.48
2015-07-22,45.54,59039160,45.44,46.93,45.203
2015-07-23,46.11,33708200,45.27,46.23,45.1
2015-07-24,45.94,32304070,45.91,46.32,45.8
2015-07-27,45.35,39472930,45.94,46.01,45.25
2015-07-28,45.34,34309080,45.58,45.639,44.79
2015-07-29,46.29,40924210,45.4,46.78,45.26
2015-07-30,46.88,39755700,46.26,47.4,45.93
2015-07-31,46.7,31192430,47.29,47.37,46.5
2015-08-03,46.81,23919340,46.98,47.0,46.45
2015-08-04,47.54,33306110,46.75,47.71,46.68
2015-08-05,47.58,27003740,47.98,48.41,47.54
2015-08-06,46.62,27344040,47.71,47.77,46.33
2015-08-07,46.74,19158590,46.39,46.78,46.26
2015-08-10,47.33,23045530,46.95,47.49,46.84
2015-08-11,46.41,28757610,46.82,46.94,45.9
2015-08-12,46.74,30184710,46.19,46.9,45.705
2015-08-13,46.73,22612650,47.06,47.1,46.49
2015-08-14,47.0,21460830,46.53,47.1,46.52
2015-08-17,47.32,21039660,46.81,47.45,46.57
2015-08-18,47.27,23572990,46.84,47.43,46.7
2015-08-19,46.61,31472060,46.78,47.08,46.3
2015-08-20,45.66,36176380,46.07,46.47,45.66
2015-08-21,43.07,69463900,45.3,45.48,43.07
2015-08-24,41.68,88489910,40.45,43.31,39.72
2015-08-25,40.47,70369920,42.565,43.24,40.39
2015-08-26,42.71,63297300,42.01,42.84,41.06
2015-08-27,43.9,50612610,43.23,43.95,42.925
2015-08-28,43.93,28243230,43.4,44.15,43.39
2015-08-31,43.52,34434480,43.56,43.93,43.1
2015-09-01,41.82,49682210,42.17,42.59,41.66
2015-09-02,43.36,37624230,42.36,43.38,41.88
2015-09-03,43.5,28206410,43.41,43.98,43.28
2015-09-04,42.61,37019110,42.81,43.04,42.195
2015-09-08,43.89,32411680,43.3,44.0,43.2
2015-09-09,43.07,33448580,44.21,44.4,42.91
2015-09-10,43.29,31313520,43.12,43.79,42.745
2015-09-11,43.48,26475350,43.14,43.59,42.9399
2015-09-14,43.04,23654490,43.43,43.44,42.86
2015-09-15,43.98,28831030,43.19,44.29,43.08
2015-09-16,44.3,23337620,43.97,44.38,43.84
2015-09-17,44.25,29908540,44.29,45.0,44.08
2015-09-18,43.48,63000180,43.5,43.99,43.33
2015-09-21,44.11,26084680,43.62,44.47,43.6
2015-09-22,43.9,28060540,43.38,44.05,43.31
2015-09-23,43.87,17099600,43.93,44.17,43.51
2015-09-24,43.91,27867010,43.45,44.13,43.27
2015-09-25,43.94,29378050,44.48,44.73,43.76
2015-09-28,43.29,27454240,43.83,44.085,43.205
2015-09-29,43.44,32748610,43.37,43.57,43.05
2015-09-30,44.26,34944070,43.88,44.3,43.66
2015-10-01,44.61,28564790,44.75,44.75,43.75
2015-10-02,45.57,41789610,44.27,45.57,43.92
2015-10-05,46.63,33546080,45.745,46.89,45.7
2015-10-06,46.75,27504360,46.33,47.175,46.22
2015-10-07,46.8,27695610,47.1,47.35,45.95
2015-10-08,47.45,33733860,46.56,47.515,46.5
2015-10-09,47.11,28581690,47.45,47.54,46.92
2015-10-12,47.0,19756420,46.98,47.07,46.5
2015-10-13,46.89,19985330,46.56,47.1299,46.56
2015-10-14,46.68,24693460,46.65,47.1,46.53
2015-10-15,47.01,27155510,47.01,47.03,46.53
2015-10-16,47.51,25845550,47.02,47.54,46.897
2015-10-19,47.62,29357660,47.42,47.88,47.02
2015-10-20,47.77,30794100,47.44,47.81,47.02
2015-10-21,47.2,25222760,47.92,47.99,47.11
2015-10-22,48.03,55888280,47.53,48.95,47.09
2015-10-23,52.87,135152900,52.3,54.07,52.25
2015-10-26,54.25,64541790,52.53,54.32,52.5
2015-10-27,53.69,50959580,53.99,54.37,53.58
2015-10-28,53.98,46948360,53.54,53.98,52.86
2015-10-29,53.36,30109050,53.54,53.83,53.22
2015-10-30,52.64,46602700,53.32,53.99,52.62
2015-11-02,53.24,30229020,52.85,53.36,52.62
2015-11-03,54.15,36584100,52.93,54.39,52.9
2015-11-04,54.4,37084780,54.18,54.88,54.06
2015-11-05,54.38,31466080,54.49,54.7,54.0
2015-11-06,54.92,32835100,54.085,54.98,53.964
2015-11-09,54.16,32498870,54.55,54.87,53.56
2015-11-10,53.51,55268090,54.07,54.13,53.27
2015-11-11,53.65,34010630,53.7,54.2,53.46
2015-11-12,53.32,35304350,53.48,53.9791,53.19
2015-11-13,52.84,36796370,53.07,53.29,52.53
2015-11-16,53.765,31944340,53.08,53.89,52.85
2015-11-17,52.97,31546750,53.17,53.53,52.85
2015-11-18,53.85,29125950,53.0,53.98,52.9799
2015-11-19,53.94,28141820,53.99,54.66,53.781
2015-11-20,54.19,37106670,54.25,54.3,53.265
2015-11-23,54.19,28218110,54.25,54.46,53.75
2015-11-24,54.25,24589530,53.92,54.44,53.58
2015-11-25,53.69,20987820,54.09,54.23,53.69
2015-11-27,53.93,9009132,53.8,54.08,53.79
2015-11-30,54.35,54403560,54.54,54.96,53.9999
2015-12-01,55.22,39912320,54.41,55.23,54.3
2015-12-02,55.21,47249030,55.32,55.96,55.06
2015-12-03,54.2,38625370,55.49,55.77,53.93
2015-12-04,55.91,43954660,54.12,56.23,54.1
2015-12-07,55.81,30704980,55.79,55.97,55.29
2015-12-08,55.79,32752860,55.47,56.1,54.99
2015-12-09,54.98,36359780,55.37,55.87,54.51
2015-12-10,55.27,31771820,55.39,55.655,55.01
2015-12-11,54.06,39535140,54.71,55.1,54.01
2015-12-14,55.14,46963970,54.33,55.21,53.68
2015-12-15,55.2,39678290,55.66,55.9,55.09
2015-12-16,56.13,37473420,55.54,56.245,54.76
2015-12-17,55.7,41244620,56.36,56.79,55.5348
2015-12-18,54.13,84141520,55.77,56.0,54.03
2015-12-21,54.83,37221910,54.88,55.35,54.2262
2015-12-22,55.35,28305310,54.99,55.48,54.5
2015-12-23,55.82,27269200,55.7,55.88,55.44
2015-12-24,55.67,9570002,55.86,55.96,55.43
2015-12-28,55.95,21704030,55.35,55.95,54.98
2015-12-29,56.55,27727810,56.29,56.85,56.06
2015-12-30,56.31,21690270,56.47,56.78,56.2875
2015-12-31,55.48,27329930,56.04,56.19,55.42
2016-01-04,54.8,53209740,54.32,54.8,53.39
2016-01-05,55.05,34059040,54.93,55.39,54.54
2016-01-06,54.05,39498780,54.32,54.4001,53.64
2016-01-07,52.17,56497950,52.7,53.485,52.07
2016-01-08,52.33,48718970,52.37,53.28,52.15
2016-01-11,52.3,36889200,52.51,52.85,51.46
2016-01-12,52.78,36061760,52.76,53.1,52.06
2016-01-13,51.64,66862860,53.8,54.07,51.3038
2016-01-14,53.11,52227000,52.0,53.4163,51.57
2016-01-15,50.99,71037400,51.31,51.97,50.34
2016-01-19,50.56,43484630,51.48,51.68,50.06
2016-01-20,50.79,63249630,49.98,51.38,49.1
2016-01-21,50.48,40172530,51.0,51.58,50.3
2016-01-22,52.29,36881330,51.41,52.33,51.26
2016-01-25,51.79,34654900,51.94,52.65,51.65
2016-01-26,52.17,28768620,51.79,52.44,51.55
2016-01-27,51.22,36647310,52.01,52.2,51.0201
2016-01-28,52.055,61275100,51.86,52.21,51.25
2016-01-29,55.09,83559310,54.73,55.09,54.0
2016-02-01,54.71,44172930,54.88,55.09,54.495
2016-02-02,53.0,55388320,54.17,54.26,52.65
2016-02-03,52.16,57526850,53.25,53.39,51.26
2016-02-04,52.0,46967100,52.1,52.81,51.37
2016-02-05,50.16,61262540,51.94,52.0,49.56
2016-02-08,49.41,58393070,49.55,49.57,48.19
2016-02-09,49.28,46589450,49.02,50.24,48.67
2016-02-10,49.71,38220450,49.89,50.39,49.52
2016-02-11,49.69,48855890,48.68,50.11,48.51
2016-02-12,50.5,34216160,50.25,50.68,49.75
2016-02-16,51.09,36460400,50.9,51.09,50.13
2016-02-17,52.42,40779580,51.49,52.77,51.45
2016-02-18,52.19,27016950,52.33,52.95,52.1
2016-02-19,51.82,33531580,51.97,52.28,51.53
2016-02-22,52.65,24992030,52.28,53.0,52.28
2016-02-23,51.18,28866480,52.34,52.37,50.98
2016-02-24,51.36,32918630,50.69,51.5,50.2
2016-02-25,52.1,26906570,51.73,52.1,50.61
2016-02-26,51.3,35945290,52.6,52.68,51.1
2016-02-29,50.88,31632160,51.35,51.65,50.66
2016-03-01,52.58,32999880,50.97,52.59,50.9199
2016-03-02,52.95,29269240,52.41,52.96,52.155
2016-03-03,52.35,24423260,52.97,52.97,51.78
2016-03-04,52.03,33033010,52.4,52.45,51.71
2016-03-07,51.03,38426220,51.56,51.8,50.58
2016-03-08,51.65,33822940,50.8,52.13,50.595
2016-03-09,52.84,28238270,51.89,52.85,51.855
2016-03-10,52.05,38385600,52.93,52.94,51.16
2016-03-11,53.07,32267360,53.0,53.07,52.38
2016-03-14,53.17,24079770,52.71,53.59,52.63
2016-03-15,53.59,21011480,52.75,53.59,52.74
2016-03-16,54.35,31679130,53.45,54.6,53.4
2016-03-17,54.66,28193010,54.21,55.0,54.0
2016-03-18,53.49,67622520,54.92,54.97,53.445
2016-03-21,53.86,23920160,53.25,53.9298,52.93
2016-03-22,54.07,23105140,53.61,54.25,53.46
2016-03-23,53.97,20123800,54.11,54.24,53.74
2016-03-24,54.21,18967510,53.84,54.33,53.73
2016-03-28,53.54,17018120,54.21,54.29,53.33
2016-03-29,54.71,23913950,53.66,54.86,53.45
2016-03-30,55.05,22992090,54.93,55.64,54.9
2016-03-31,55.23,26353570,54.95,55.59,54.86
2016-04-01,55.57,24383590,55.05,55.61,54.57
2016-04-04,55.43,18908300,55.43,55.66,55.0
2016-04-05,54.56,19261620,55.19,55.3,54.46
2016-04-06,55.12,21072150,54.36,55.2,54.21
2016-04-07,54.46,19221270,54.87,54.91,54.23
2016-04-08,54.42,22159630,54.67,55.28,54.32
2016-04-11,54.31,21400400,54.49,55.15,54.3
2016-04-12,54.65,24874410,54.37,54.78,53.76
2016-04-13,55.35,20813640,55.12,55.4375,54.89
2016-04-14,55.36,20875260,55.22,55.575,55.07
2016-04-15,55.65,28462970,55.3,55.92,55.11
2016-04-18,56.46,23758570,55.49,56.59,55.21
2016-04-19,56.39,29566220,56.63,56.77,55.68
2016-04-20,55.59,36169280,56.29,56.5,55.485
2016-04-21,55.78,38182900,55.8,56.23,55.415
2016-04-22,51.78,126793100,51.91,52.4297,50.77
2016-04-25,52.11,33124870,51.78,52.13,51.63
2016-04-26,51.44,33513780,52.26,52.35,51.09
2016-04-27,50.94,43301480,51.48,51.5,50.55
2016-04-28,49.9,43108350,50.62,50.77,49.56
2016-04-29,49.87,48391580,49.35,50.25,49.35
2016-05-02,50.61,33105170,50.0,50.75,49.7799
2016-05-03,49.78,26445230,50.34,50.41,49.6
2016-05-04,49.87,24249670,49.84,50.06,49.46
2016-05-05,49.94,25386690,49.87,50.3,49.73
2016-05-06,50.39,24772020,49.92,50.39,49.66
2016-05-09,50.07,17883360,50.49,50.585,50.0
2016-05-10,51.02,22871860,50.33,51.1,50.19
2016-05-11,51.05,24026140,51.13,51.78,51.0
2016-05-12,51.51,24101640,51.2,51.81,50.92
2016-05-13,51.08,22439560,51.44,51.895,51.04
2016-05-16,51.83,19962750,50.8,51.96,50.75
2016-05-17,50.51,27790370,51.72,51.73,50.36
2016-05-18,50.81,24861480,50.48,51.14,50.3
2016-05-19,50.32,23784750,50.47,50.62,49.82
